GEOID,TractLat,TractLon,OSHPDID_1,HospLat_1,HospLon_1,Dist_1,OSHPDID_2,HospLat_2,HospLon_2,Dist_2,OSHPDID_3,HospLat_3,HospLon_3,Dist_3,duration_0,duration_1,duration_2,duration_in_traffic_0,duration_in_traffic_1,duration_in_traffic_2
6065940100,34.013623,-114.4708303,106334487,33.91187,-117.19525,2.72631919898553,106364231,34.07163215,-117.3527761,2.88252955849916,106370782,32.75387,-117.16498,2.9741251195972,11007,11356,14705,11096,11463,15040
6065940400,33.70182,-116.1821779,106334487,33.91187,-117.19525,1.0346188101414,106364231,34.07163215,-117.3527761,1.22762419825078,106374141,32.87799,-117.22331,1.32764901933848,3995,4344,8811,3928,4365,9020
6065940500,33.7649103,-116.5735745,106334487,33.91187,-117.19525,0.638809502687879,106364231,34.07163215,-117.3527761,0.837396815559967,106374141,32.87799,-117.22331,1.09944706035004,4136,4486,8952,4032,4466,9120
6065940600,33.8257929,-116.43185,106334487,33.91187,-117.19525,0.768237480955216,106364231,34.07163215,-117.3527761,0.953174600218541,106374141,32.87799,-117.22331,1.23480333205269,3217,3567,8033,3213,3707,8342
6065940700,33.8054921,-116.5231199,106334487,33.91187,-117.19525,0.680496237266912,106364231,34.07163215,-117.3527761,0.871297845981754,106374141,32.87799,-117.22331,1.16212147456384,3362,3712,8179,3323,3815,8443
6065940800,33.7941045,-116.5369038,106334487,33.91187,-117.19525,0.668796256003789,106364231,34.07163215,-117.3527761,0.86178257491191,106374141,32.87799,-117.22331,1.14473544913604,3337,3686,8153,3236,3730,8369
6065940900,33.7834262,-116.4513978,106334487,33.91187,-117.19525,0.754860189176306,106364231,34.07163215,-117.3527761,0.946332663140346,106374141,32.87799,-117.22331,1.18981643827075,3601,3951,8417,3540,3993,8644
6065941000,33.7958439,-116.4870255,106334487,33.91187,-117.19525,0.717665659120917,106364231,34.07163215,-117.3527761,0.90861612369494,106374141,32.87799,-117.22331,1.17667780071074,3399,3749,8215,3366,3850,8488
6065941100,33.7964117,-116.4698417,106334487,33.91187,-117.19525,0.734539189388679,106364231,34.07163215,-117.3527761,0.924834823523398,106374141,32.87799,-117.22331,1.18794482116628,3511,3860,8327,3466,3937,8570
6065941200,33.8375996,-116.5019552,106334487,33.91187,-117.19525,0.697261623799278,106364231,34.07163215,-117.3527761,0.882421349660307,106374141,32.87799,-117.22331,1.20050128358749,3008,3357,7824,3009,3473,8129
6065941300,33.8522106,-116.5368326,106334487,33.91187,-117.19525,0.661114752997637,106364231,34.07163215,-117.3527761,0.844931720197944,106374141,32.87799,-117.22331,1.19178731247447,2717,3067,7533,2695,3183,7882
